"","Log2FC_estimate","SE","pval","CI_lb","CI_ub","Number_Of_Comparisons","Number_of_ Contrasts","Number_of_Coefficients","tau2_ResidualHeterogeneity","SE_tau2_ResidualHeterogeneity","QE_CochransQ_Teststat","QEp_CochransQ_pval","I2_PercentVar_TrueHeterogeneity","H2_Ratio_EffectHetero_overSamplVar","PubBias_Egger_Zstat","PubBias_Egger_pval","PubBias_Egger_DF","Leave1Out_Min_Log2FC","Leave1Out_Max_Log2FC","Leave1Out_Min_Pval","Leave1Out_Max_Pval","FDR","QEp_FDR","Egger_FDR","DB.Class.Key","Mouse_Common.Organism.Name","Mouse_NCBI.Taxon.ID","Mouse_Symbol","Mouse_EntrezGene.ID","Mouse_Mouse.MGI.ID","Mouse_HGNC.ID","Mouse_OMIM.Gene.ID","Mouse_Genetic.Location","Mouse_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Mouse_Name","Mouse_Synonyms","Mouse_ENSEMBLGene.ID","Ensembl_Entrez","Rat_Common.Organism.Name","Rat_NCBI.Taxon.ID","Rat_Symbol","Rat_EntrezGene.ID","Rat_Mouse.MGI.ID","Rat_HGNC.ID","Rat_OMIM.Gene.ID","Rat_Genetic.Location","Rat_Genome.Coordinates..mouse..GRCm39.human..GRCh38.","Rat_Name","Rat_Synonyms","Rat_Ensembl","Rat_DBSymbol","Rat_DBName","MouseRat_GeneSymbol"
"Sertm2_NA",-0.538029575839661,0.215051749494626,0.0123542433780928,-0.959523259661458,-0.116535892017864,8,9,1,0.0431806254565515,0.172797659854404,7.21719113665805,0.513391129113712,10.0503785062654,1.11173341632088,-1.78688041830173,0.0739568180385683,NA,-0.752495292471791,-0.386214434292517,0.00977224288525259,0.0521411239992787,0.374312365354705,1,0.773066167056523,"51444455","mouse, laboratory","10090","Sertm2","319764","MGI:2442684","","","ChrX  cM","ChrX:142936691-142949270(+)","serine rich and transmembrane domain containing 2","A730046J19Rik","ENSMUSG00000085139","ENSMUSG00000085139_319764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sertm2_NA"
"Pex39_Pex39",-0.211460676487642,0.0486429091414516,1.37883611607322e-05,-0.306799026508142,-0.116122326467143,9,10,1,0,0.00862238374441581,7.51664267345958,0.583491128890946,0,1,1.341029168247,0.179910982595603,NA,-0.227533749510531,-0.173211568457826,5.74065176669778e-06,0.00718142093149493,0.0153855237040861,1,0.94199222940527,"51443986","mouse, laboratory","10090","Pex39","67101","MGI:1914351","","","Chr17  cM","Chr17:47083561-47084322(+)","peroxisomal biogenesis factor 39","2310039H08Rik","ENSMUSG00000062619","ENSMUSG00000062619_67101","rat","10116","Pex39","681367","","","","Chr9 q12","","peroxisomal biogenesis factor 39","C9h6orf226","ENSRNOG00000079593","Pex39","peroxisomal biogenesis factor 39","Pex39_Pex39"
"Fadd_Fadd",-0.252832046191496,0.0697918289208137,0.000291589321101059,-0.389621517291472,-0.11604257509152,9,10,1,0,0.018998149429092,5.05222153236658,0.82973241258845,0,1,0.539857760661733,0.589295129567095,NA,-0.270925685248259,-0.203760910220862,0.00014789154697623,0.00699649922715899,0.0940243863963499,1,1,"51439958","mouse, laboratory","10090","Fadd","14082","MGI:109324","","","Chr7  cM","Chr7:144132060-144136178(-)","Fas associated via death domain","Mort1/FADD","ENSMUSG00000031077","ENSMUSG00000031077_14082","rat","10116","Fadd","266610","","","","Chr1 q42","","Fas associated via death domain","Mort1","ENSRNOG00000047035","Fadd","Fas associated via death domain","Fadd_Fadd"
"Pacrg_Pacrg",-0.212683031180837,0.0503759841318234,2.42237423814912e-05,-0.311418145764972,-0.113947916596702,9,10,1,2.37116452081325e-06,0.0107590381103709,7.83474600637006,0.550881958585123,0.00890389374883678,1.00008904686613,0.539446420249921,0.589578858005316,NA,-0.226777227419437,-0.184882469600752,1.07572076708713e-05,0.00144222851171293,0.0237746250975569,1,1,"51437322","mouse, laboratory","10090","Pacrg","69310","MGI:1916560","","","Chr17  cM","Chr17:10621938-11059078(-)","PARK2 co-regulated","1700008H23Rik","ENSMUSG00000037196","ENSMUSG00000037196_69310","rat","10116","Pacrg","499021","","","","Chr1 q11","","parkin coregulated","RGD1561027","ENSRNOG00000068261","Pacrg","parkin coregulated","Pacrg_Pacrg"
"Nthl1_Nthl1",-0.222335299323032,0.0574613895013566,0.000109148702753226,-0.334957553247319,-0.109713045398745,9,10,1,2.08614079229743e-06,0.0141386106187962,13.2816428669256,0.150270827359285,0.0061089222849204,1.00006109295497,-0.577597718409929,0.563535747698383,NA,-0.252507421880089,-0.196901067863526,2.28410735792733e-05,0.00232018015874808,0.05136901780576,0.981885427767111,1,"51440514","mouse, laboratory","10090","Nthl1","18207","MGI:1313275","","","Chr17  cM","Chr17:24851656-24857812(+)","nth (endonuclease III)-like 1 (E.coli)","Nth1","ENSMUSG00000041429","ENSMUSG00000041429_18207","rat","10116","Nthl1","29541","","","","Chr10 q12","","nth-like DNA glycosylase 1","Nth1","ENSRNOG00000012213","Nthl1","nth-like DNA glycosylase 1","Nthl1_Nthl1"
"Zbp1_Zbp1",-0.441363792321787,0.169519497054548,0.009224585901976,-0.773615901226045,-0.109111683417529,7,8,1,1.06105159532251e-06,0.114198857633227,9.0208809484267,0.251160355286523,0.000389222165773794,1.00000389223681,-0.200230577640073,0.841300253878277,NA,-0.541637839173955,-0.368797029946414,0.00624975392336363,0.0663974852943562,0.35351098238661,1,1,"51445351","mouse, laboratory","10090","Zbp1","58203","MGI:1927449","","","Chr2  cM","Chr2:173048405-173060715(-)","Z-DNA binding protein 1","mZaDLM","ENSMUSG00000027514","ENSMUSG00000027514_58203","rat","10116","Zbp1","171091","","","","Chr3 q42","","Z-DNA binding protein 1","Dlm1","ENSRNOG00000006314","Zbp1","Z-DNA binding protein 1","Zbp1_Zbp1"
"Samsn1_Samsn1",-0.28587724690524,0.0902168295622618,0.00153080442889988,-0.462698983646661,-0.109055510163818,9,10,1,2.38828077708703e-07,0.0335514254579991,6.38346994120095,0.701009691818787,0.000273861546882003,1.00000273862297,-0.228770982501921,0.819046921327178,NA,-0.33801586793277,-0.207153722767081,0.000765849644610222,0.0511416413616752,0.183164641793537,1,1,"51433222","mouse, laboratory","10090","Samsn1","67742","MGI:1914992","","","Chr16  cM","Chr16:75655682-75706154(-)","SAM domain, SH3 domain and nuclear localization signals, 1","4930571B16Rik|Hacs1","ENSMUSG00000022876","ENSMUSG00000022876_67742","rat","10116","Samsn1","170637","","","","Chr11 p11","","SAM domain, SH3 domain and nuclear localization signals, 1","Nash","ENSRNOG00000030930","Samsn1","SAM domain, SH3 domain and nuclear localization signals, 1","Samsn1_Samsn1"
"Alox12_Alox12",-0.355467986418054,0.126476117735417,0.00494562552152369,-0.603356622083919,-0.107579350752189,9,10,1,0.00566812700788243,0.0701161759862095,7.63661659599748,0.571139788095364,3.48344218776691,1.0360916537714,-0.473168792865002,0.636092760273937,NA,-0.419088006621834,-0.282541100093397,0.00179585883414797,0.0354869526136108,0.281561640074165,1,1,"51425181","mouse, laboratory","10090","Alox12","11684","MGI:87998","","","Chr11  cM","Chr11:70132283-70146179(-)","arachidonate 12-lipoxygenase","9930022G08Rik|Alox12p|P-12LO","ENSMUSG00000000320","ENSMUSG00000000320_11684","rat","10116","Alox12","287454","","","","Chr10 q24","","arachidonate 12-lipoxygenase, 12S type","12-LO|12S-LOX","ENSRNOG00000027037","Alox12","arachidonate 12-lipoxygenase, 12S type","Alox12_Alox12"
"Grifin_Grifin",-0.63411825515881,0.270284439387935,0.0189702763789201,-1.16386602194076,-0.104370488376859,8,9,1,0.321199051583121,0.32411048067218,15.9685643349795,0.0428322693414454,50.3478284075719,2.01401060201061,-2.83056695110654,0.00464655852472524,NA,-0.782784079412575,-0.413044754985298,0.00114211024963993,0.0630329579146945,0.425256259999696,0.61520733553598,0.315407499089402,"51439350","mouse, laboratory","10090","Grifin","77998","MGI:1925248","","","Chr5  cM","Chr5:140548874-140550826(-)","galectin-related inter-fiber protein","E130101O17Rik","ENSMUSG00000036586","ENSMUSG00000036586_77998","rat","10116","Grifin","117130","","","","Chr12 q11","","galectin-related inter-fiber protein","","ENSRNOG00000001251","Grifin","galectin-related inter-fiber protein","Grifin_Grifin"
"Cd52_Cd52",-0.311425418375113,0.105973124869449,0.00329569893739289,-0.519128926448398,-0.103721910301828,9,10,1,2.18194198510786e-06,0.0465892391175634,8.60050118113546,0.474937493680941,0.00184245545018573,1.00001842489397,0.498196394127472,0.618345623750099,NA,-0.339979141930604,-0.263859725379241,0.00162203111007697,0.0204716331586852,0.247729583350741,1,1,"51441330","mouse, laboratory","10090","Cd52","23833","MGI:1346088","","","Chr4  cM","Chr4:133820849-133822384(-)","CD52 antigen","B7|CAMPATH-1|CLS1|MB7","ENSMUSG00000000682","ENSMUSG00000000682_23833","rat","10116","Cd52","117054","","","","Chr5 q36","","CD52 molecule","B7","ENSRNOG00000015403","Cd52","CD52 molecule","Cd52_Cd52"
"Bola1_Bola1",-0.187648421697257,0.042830163230548,1.18015951812031e-05,-0.271593999081102,-0.103702844313411,9,10,1,0,0.00707058471586945,7.09761043454318,0.626957375389297,0,1,0.204987512637012,0.837581881338461,NA,-0.204283397021693,-0.154777799814602,4.552784153431e-06,0.00138317938857196,0.0153855237040861,1,1,"51437257","mouse, laboratory","10090","Bola1","69168","MGI:1916418","","","Chr3  cM","Chr3:96103899-96107724(-)","bolA family member 1","1810037G04Rik","ENSMUSG00000015943","ENSMUSG00000015943_69168","rat","10116","Bola1","365875","","","","Chr2 q34","","bolA family member 1","RGD1310586","ENSRNOG00000021185","Bola1","bolA family member 1","Bola1_Bola1"
"Kif22_Kif22",-0.294275518373184,0.0977572674435634,0.00261017756366595,-0.485876241789618,-0.10267479495675,9,10,1,0.0283754977350394,0.0397752055806588,15.264940438318,0.08391089215157,33.122605073803,1.49527355409635,-0.767630909874641,0.442706493350679,NA,-0.35597086477351,-0.255424859413598,3.84226564240047e-06,0.0227279780783395,0.236312604696112,0.815810866105692,1,"51438319","mouse, laboratory","10090","Kif22","110033","MGI:109233","","","Chr7  cM","Chr7:126626901-126641639(-)","kinesin family member 22","Kid|Kif22a","ENSMUSG00000030677","ENSMUSG00000030677_110033","rat","10116","Kif22","293502","","","","Chr1 q37","","kinesin family member 22","","ENSRNOG00000020281","Kif22","kinesin family member 22","Kif22_Kif22"
"Cdh15_Cdh15",-0.208456434910436,0.0550142029052012,0.000151170612754993,-0.316282291242809,-0.100630578578063,9,10,1,0,0.0119127440860678,8.93359400027321,0.44342653879916,0,1,1.6693521774473,0.095047605256368,NA,-0.226598917193985,-0.176314942867304,5.46044128904958e-05,0.00384126170435631,0.060982225185364,1,0.827606224378656,"51428695","mouse, laboratory","10090","Cdh15","12555","MGI:106672","","","Chr8  cM","Chr8:123575113-123594136(+)","cadherin 15","Cdh14|Mcad|M cadherin","ENSMUSG00000031962","ENSMUSG00000031962_12555","rat","10116","Cdh15","361432","","","","Chr19 q12","","cadherin 15","","ENSRNOG00000027954","Cdh15","cadherin 15","Cdh15_Cdh15"
"Ankrd37_Ankrd37",-0.19295614115901,0.0473569453181518,4.61121942607914e-05,-0.28577404840042,-0.1001382339176,9,10,1,0,0.00946035936084206,9.24854164645117,0.414655291231169,0,1,0.489846964145245,0.62424219485182,NA,-0.214233465473166,-0.165471808006327,1.10987091587299e-05,0.00099808278797845,0.0310027652746721,1,1,"51440895","mouse, laboratory","10090","Ankrd37","654824","MGI:3603344","","","Chr8  cM","Chr8:46449945-46452904(-)","ankyrin repeat domain 37","2310006J04Rik","ENSMUSG00000050914","ENSMUSG00000050914_654824","rat","10116","Ankrd37","361149","","","","Chr16 q11","","ankyrin repeat domain 37","RGD1565715","ENSRNOG00000031335","Ankrd37","ankyrin repeat domain 37","Ankrd37_Ankrd37"
"Gbx2_Gbx2",-0.242473947489957,0.0726999213679565,0.000852162745998134,-0.384963175050045,-0.0999847199298681,9,10,1,8.56977839628825e-06,0.0192323121491786,9.64589977997288,0.379904473889779,0.0142217492585274,1.00014223772128,-0.595732086211998,0.551354219542823,NA,-0.285938447526614,-0.193264150127754,0.000432915157397784,0.0219737866281178,0.143234354889853,1,1,"51429448","mouse, laboratory","10090","Gbx2","14472","MGI:95668","","","Chr1  cM","Chr1:89855684-89858898(-)","gastrulation brain homeobox 2","Gbx-2|MMoxA|Stra7","ENSMUSG00000034486","ENSMUSG00000034486_14472","rat","10116","Gbx2","114500","","","","Chr9 q36","","gastrulation brain homeobox 2","","ENSRNOG00000019495","Gbx2","gastrulation brain homeobox 2","Gbx2_Gbx2"
"Lst1_Lst1",-0.227417382819079,0.0650264507488892,0.000469982771155724,-0.35486688432937,-0.099967881308789,9,10,1,0,0.016691461446437,5.4063433992024,0.797546096655402,0,1,1.93811575488786,0.0526091017351273,NA,-0.245278262554374,-0.201191061198529,0.000230298842604163,0.00578008761217465,0.126701241456914,1,0.716557143082169,"51442753","mouse, laboratory","10090","Lst1","16988","MGI:1096324","","","Chr17  cM","Chr17:35404071-35407415(-)","leukocyte specific transcript 1","B144","ENSMUSG00000073412","ENSMUSG00000073412_16988","rat","10116","Lst1","64569","","","","Chr20 p12","","leukocyte specific transcript 1","B144","ENSRNOG00000000855","Lst1","leukocyte specific transcript 1","Lst1_Lst1"
"Ninj2_NA",-0.265162213138802,0.0871032136508573,0.00233276746778411,-0.43588137483218,-0.0944430514454242,9,10,1,1.8459067543456e-06,0.0302602629182008,10.7632954091123,0.292283468450638,0.0022838338346739,1.00002283885995,1.98192496868242,0.0474876389257488,NA,-0.298439423440438,-0.21034399823423,0.000697990190732797,0.029099075250444,0.236193081416898,1,0.701721286729688,"51440286","mouse, laboratory","10090","Ninj2","29862","MGI:1352751","","","Chr6  cM","Chr6:120070315-120177300(+)","ninjurin 2","","ENSMUSG00000041377","ENSMUSG00000041377_29862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ninj2_NA"
"Mrps28_NA",-0.176701748475728,0.042093046404496,2.69419931695524e-05,-0.259202603428114,-0.0942008935233427,9,10,1,0,0.00736790021699112,6.35965857212568,0.703451985638158,0,1,0.804635091859322,0.421030285696039,NA,-0.201519521603852,-0.151502099354259,7.87658857497745e-06,0.00093833478697822,0.0237746250975569,1,1,"51437892","mouse, laboratory","10090","Mrps28","66230","MGI:1913480","","","Chr3  cM","Chr3:8867206-8988917(-)","mitochondrial ribosomal protein S28","1500012D08Rik","ENSMUSG00000040269","ENSMUSG00000040269_66230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mrps28_NA"
"C1ql2_C1ql2",-0.320459296954299,0.115754213349648,0.00563243066585746,-0.547333386178375,-0.0935852077302229,9,10,1,0,0.0556925165221658,6.71432948130315,0.666833882370246,0,1,-0.540335215648914,0.588965876577643,NA,-0.384331541203959,-0.282137180435398,0.00163258684429369,0.0212462004053588,0.297517087436666,1,1,"51441124","mouse, laboratory","10090","C1ql2","226359","MGI:3032521","","","Chr1  cM","Chr1:120268312-120270903(+)","complement component 1, q subcomponent-like 2","CTRP10","ENSMUSG00000036907","ENSMUSG00000036907_226359","rat","10116","C1ql2","288979","","","","Chr13 q11","","complement C1q like 2","Adii","ENSRNOG00000046863","C1ql2","complement C1q like 2","C1ql2_C1ql2"
"Scand1_Scand1",-0.177332830084714,0.0432260469442562,4.08792744959662e-05,-0.262054325289494,-0.0926113348799347,9,10,1,0,0.00722983946001222,3.85357343073674,0.920782788070989,0,1,0.265511671895744,0.790615319559291,NA,-0.195713376443872,-0.164138819961756,2.6115534294727e-05,0.00109644177438633,0.0303776040320288,1,1,"51444395","mouse, laboratory","10090","Scand1","19018","MGI:1343132","","","Chr2  cM","Chr2:156153766-156154624(-)","SCAN domain-containing 1","2310003H23Rik|Leap1|PGC-2|Ppargc2","ENSMUSG00000046229","ENSMUSG00000046229_19018","rat","10116","Scand1","362252","","","","Chr3 q42","","SCAN domain-containing 1","","ENSRNOG00000019987","Scand1","SCAN domain-containing 1","Scand1_Scand1"
"Sp7_Sp7",-0.246791355294907,0.0794177925035105,0.00188672443503593,-0.402447368333463,-0.0911353422563515,9,10,1,0,0.0267499474867903,7.42423371807222,0.59303998868332,0,1,0.920228956082412,0.357453125654171,NA,-0.267886847843448,-0.173924219918729,0.000946000838049215,0.0471838321368231,0.208114549205252,1,0.99225161408423,"51432724","mouse, laboratory","10090","Sp7","170574","MGI:2153568","","","Chr15  cM","Chr15:102265038-102275498(-)","Sp7 transcription factor 7","6430578P22Rik|osterix|Osx","ENSMUSG00000060284","ENSMUSG00000060284_170574","rat","10116","Sp7","300260","","","","Chr7 q36","","Sp7 transcription factor","Osx","ENSRNOG00000014082","Sp7","Sp7 transcription factor","Sp7_Sp7"
"Tll2_Tll2",-0.246418456030273,0.0795214592370624,0.00194327927132578,-0.402277652132985,-0.0905592599275607,8,9,1,0,0.0227089858743163,4.88041831254474,0.770277423219202,0,1,-0.120315288468565,0.904233393640869,NA,-0.294416773258181,-0.194982230066366,0.00102336573129178,0.0344207746784405,0.212691163037587,1,1,"51444930","mouse, laboratory","10090","Tll2","24087","MGI:1346044","","","Chr19  cM","Chr19:41071192-41195274(-)","tolloid-like 2","","ENSMUSG00000025013","ENSMUSG00000025013_24087","rat","10116","Tll2","365460","","","","Chr1 q54","","tolloid-like 2","RGD1559756|Tll2b","ENSRNOG00000013519","Tll2","tolloid-like 2","Tll2_Tll2"
"F13a1_F13a1",-0.362321899749609,0.139068826071423,0.00917825052245103,-0.634891790221863,-0.0897520092773559,8,9,1,0.00255649644373195,0.0794237274316336,6.1276727973406,0.632933069857167,1.40415367186933,1.0142415093958,-1.85895452034964,0.0630335851288731,NA,-0.463551315233027,-0.31359267435732,0.00266705882977346,0.0323843311377958,0.35351098238661,1,0.746620124525637,"51428136","mouse, laboratory","10090","F13a1","74145","MGI:1921395","","","Chr13  cM","Chr13:37051152-37234220(-)","coagulation factor XIII, A1 subunit","Factor XIIIA","ENSMUSG00000039109","ENSMUSG00000039109_74145","rat","10116","F13a1","60327","","","","Chr17 p12","","coagulation factor XIII A1 chain","F13a","ENSRNOG00000015957","F13a1","coagulation factor XIII A1 chain","F13a1_F13a1"
"Znrd2_Znrd2",-0.171991589350975,0.0421190302860839,4.4369099340159e-05,-0.254543371775451,-0.0894398069264991,9,10,1,0.0015730366118532,0.0075155355653124,8.92353586508002,0.444362290769972,8.79797662515522,1.09646690171549,0.933699587179737,0.350458878023294,NA,-0.193392664783963,-0.146668148389274,2.37752967805669e-06,0.00108646374726286,0.0310027652746721,1,0.992039191872431,"51435875","mouse, laboratory","10090","Znrd2","56390","MGI:1913482","","","Chr19  cM","Chr19:5780334-5781760(-)","zinc ribbon domain containing 2","1500016H19Rik|Sjogren's syndrome/scleroderma autoantigen 1 homolog (human)|Sssca1","ENSMUSG00000079478","ENSMUSG00000079478_56390","rat","10116","Znrd2","689397","","","","Chr1 q43","","zinc ribbon domain containing 2","Sssca1","ENSRNOG00000012736","Znrd2","zinc ribbon domain containing 2","Znrd2_Znrd2"
"Map3k7cl_Map3k7cl",-0.34781405079992,0.131920889155417,0.00837575416716282,-0.606374242353037,-0.0892538592468018,8,9,1,0,0.0642955635844861,8.09176999161906,0.424557516706568,0,1,2.01926042409389,0.0434601589635387,NA,-0.389276160660367,-0.15235574700954,0.00396641753271456,0.542120259902098,0.337877923103348,1,0.689457278933153,"51435475","mouse, laboratory","10090","Map3k7cl","224419","MGI:2446584","","","Chr16  cM","Chr16:87350218-87392224(+)","Map3k7 C-terminal like","ORF63","ENSMUSG00000025610","ENSMUSG00000025610_224419","rat","10116","Map3k7cl","304131","","","","Chr11 q11","","MAP3K7 C-terminal like","","ENSRNOG00000001584","Map3k7cl","MAP3K7 C-terminal like","Map3k7cl_Map3k7cl"
"Rnf138rt1_Rnf138l1",-0.265773444199562,0.0904170304719074,0.00328829300364384,-0.442987567513561,-0.0885593208855629,9,10,1,0,0.0348508168114371,2.3842057152744,0.983837112071842,0,1,-0.480850089847476,0.630623047227342,NA,-0.319958265583942,-0.245487764596693,0.00119045465437868,0.0124381237758703,0.247729583350741,1,1,"51446451","mouse, laboratory","10090","Rnf138rt1","74264","MGI:1921514","","","ChrX  cM","ChrX:162543135-162544325(-)","ring finger protein 138, retrogene 1","1700045I19Rik","ENSMUSG00000083695","ENSMUSG00000083695_74264","rat","10116","Rnf138l1","317486","","","","ChrX q14","","ring finger protein 138 like 1","RGD1565844","ENSRNOG00000004120","Rnf138l1","ring finger protein 138 like 1","Rnf138rt1_Rnf138l1"
"Itgb3bp_Itgb3bp",-0.212935891875755,0.0634983795416262,0.000798233182978242,-0.337390428853997,-0.0884813548975123,9,10,1,0,0.0165434320646209,4.71626064351473,0.858308058960634,0,1,0.241690544051967,0.809019957134563,NA,-0.238098981632507,-0.177867047198369,0.000289764481579592,0.011981096192267,0.139138942104565,1,1,"51434858","mouse, laboratory","10090","Itgb3bp","67733","MGI:1914983","","","Chr4  cM","Chr4:99655643-99717403(-)","integrin beta 3 binding protein (beta3-endonexin)","4930471O16Rik","ENSMUSG00000028549","ENSMUSG00000028549_67733","rat","10116","Itgb3bp","362548","","","","Chr5 q33","","integrin subunit beta 3 binding protein","","ENSRNOG00000009116","Itgb3bp","integrin subunit beta 3 binding protein","Itgb3bp_Itgb3bp"
"Bola2_Bola2",-0.175374341353997,0.0443704678260991,7.73384389862971e-05,-0.262338860270344,-0.0884098224376492,9,10,1,0.00187797839125236,0.00804674732446842,10.3155889914314,0.325545816132311,9.4267613589159,1.10407888135999,1.16969185927729,0.242124995368997,NA,-0.211182861573543,-0.154455775372376,1.44964066218638e-05,0.001288589419229,0.044325109795936,1,0.963768026821326,"51439779","mouse, laboratory","10090","Bola2","66162","MGI:1913412","","","Chr7  cM","Chr7:126295172-126295865(+)","bolA family member 2","1110025L05Rik","ENSMUSG00000047721","ENSMUSG00000047721_66162","rat","10116","Bola2","502367","","","","Chr1 q36","","bolA family member 2","RGD1565363","ENSRNOG00000047988","Bola2","bolA family member 2","Bola2_Bola2"
